"title","company","location","link","description","category"
"Senior Software Engineer, Deep Learning Inference - New HW Enablement","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/b457d89c-9ecf-4b2a-94c9-79bc0061e8f1","NVIDIA Corporation

Apply Now
Senior Software Engineer, Deep Learning Inference - New HW Enablement

Remote or Santa Clara, California

•

Today

Are you passionate about driving innovation in deep learning and eager to work on cutting-edge AI technology? Join NVIDIA's TensorRT team as a Senior Software Engineer, and be at the forefront of technology, enabling support in TensorRT for an evolving landscape of ground-breaking hardware capabilities. Your expertise will help shape the performance and functionality of our products, ensuring NVIDIA remains synonymous with innovation. If you're ready to tackle challenging projects, push the boun

Full-time

USD 184,000.00 per year","Boston AI"
"Senior Deep Learning Engineer, LLM Training","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/5daf82bf-186e-4cbe-b930-8a7e36d3706a","NVIDIA Corporation

Apply Now
Senior Deep Learning Engineer, LLM Training

Remote or Santa Clara, California

•

Today

NVIDIA is looking for engineers for our NeMo Framework team to design, develop and optimize diverse real world workloads. NeMo Framework is an open-source, scalable and cloud-native framework built for researchers and developers working on Large Language Models (LLM) and Multimodal (MM) foundation model pretraining and post-training. Our GenAI Frameworks provide end-to-end model training, including pretraining, reasoning, alignment, customization, evaluation, deployment and tooling to optimize p

Full-time

USD 184,000.00 per year","Boston AI"
"Senior Software Architect - Deep Learning and HPC Communications","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/1b7e6634-8446-4cee-9bc8-9abaa891a3bb","NVIDIA Corporation

Apply Now
Senior Software Architect - Deep Learning and HPC Communications

Remote or Santa Clara, California

•

Today

NVIDIA is leading groundbreaking developments in Artificial Intelligence, High Performance Computing and Visualization. The GPU -- our invention -- serves as the visual cortex of modern computers and is at the heart of our products and services. Our work opens up new universes to explore, enables groundbreaking creativity and discovery, and powers inventions that were once considered science fiction, including artificial intelligence to autonomous cars. We are the GPU Communications Libraries an

Full-time

USD 184,000.00 per year","Boston AI"
"Senior Scientist, Deep Learning Engineer within Data-Rich Experimentation (DRE)","Merck & Company Inc","Remote or Rahway, New Jersey","https://www.dice.com/job-detail/50f9ad37-30e1-4fc9-8a24-25e07d018197","Merck & Company Inc

Apply Now
Senior Scientist, Deep Learning Engineer within Data-Rich Experimentation (DRE)

Remote or Rahway, New Jersey

•

Today

Job Description Primary Responsibilities: In this role, the chosen candidate will work with a team of scientists tasked with identifying, developing, and deploying data-rich technologies aimed at improving the manner in which process understanding is gathered. The tools that we develop are as diverse as the team developing them, and in this Senior Scientist role, the chosen candidate will leverage fundamental process modeling, machine learning, and other innovative data science approaches to e

Full-time

USD 114,700.00 - 180,500.00 per year","Boston AI"
"Associate Principal Scientist, Deep Learning Engineer within Data-Rich Experimentation (DRE)","Merck & Company Inc","Remote or Rahway, New Jersey","https://www.dice.com/job-detail/b7068d75-1734-43f9-a173-e978411326dc","Merck & Company Inc

Apply Now
Associate Principal Scientist, Deep Learning Engineer within Data-Rich Experimentation (DRE)

Remote or Rahway, New Jersey

•

Today

Job Description Job Description: Associate Principal Scientist, Deep Learning Engineer within Data-Rich Experimentation (DRE) Primary Responsibilities: In this role, the chosen candidate will work with a team of scientists tasked with identifying, developing, and deploying data-rich technologies aimed at improving the manner in which process understanding is gathered. The tools that we develop are as diverse as the team developing them, and in this Associate Principal Scientist role, the chos

Full-time

USD 139,600.00 - 219,700.00 per year","Boston AI"
"Senior Speech Machine Learning Engineer, Siri","Apple, Inc.","Cambridge, Massachusetts","https://www.dice.com/job-detail/92eaf85d-7445-46c4-afe7-9e4c5d34260c","Apple, Inc.

Apply Now
Senior Speech Machine Learning Engineer, Siri

Cambridge, Massachusetts

•

Today

We are a group of engineers/researchers responsible for advancing Siri Conversational AI at Apple. Our mission is to build cutting-edge infrastructure, datasets, and models that empower Siri with powerful general capabilities across natural language understanding, dialog generation, speech recognition, and multi-modal interaction. We apply these technologies to create engaging, intelligent, and personalized conversational experiences for millions of Apple users! We believe that the most impactfu

Full-time

USD 162,500.00 - 286,400.00 per year","Boston AI"
"Director, Application Development Manager","Bank Of New York Mellon","Boston, Massachusetts","https://www.dice.com/job-detail/df7b374e-2edc-40bb-85ab-948b0565150a","Bank Of New York Mellon

Apply Now
Director, Application Development Manager

Boston, Massachusetts

•

Today

At BNY, our culture allows us to run our company better and enables employees' growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world's investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innovators and cha

Full-time","Boston AI"
"Senior Applied Machine Learning Engineer, Frontier AI","Aduril Industries","Boston, Massachusetts","https://www.dice.com/job-detail/efe5b622-3d2f-4f8c-a703-74f066305ede","Aduril Industries

Apply Now
Senior Applied Machine Learning Engineer, Frontier AI

Boston, Massachusetts

•

Today

Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and c

Full-time

USD 168,000.00 - 252,000.00 per year","Boston AI"
"Senior Autonomous Systems Engineer","The MITRE Corporation","Bedford, Massachusetts","https://www.dice.com/job-detail/9c661850-d806-43de-b51b-6230e0ed271a","The MITRE Corporation

Apply Now
Senior Autonomous Systems Engineer

Bedford, Massachusetts

•

Today

Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges-and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting im

Full-time

USD 142,000.00 - 177,500.00 per year","Boston AI"
"Senior Scientist, Data Science - Hybrid","XPO","Boston, Massachusetts","https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9NDkzNDU3NDExNCZmPTE1YWMxMWY4YTMmaj01OTk4MTM2MjcmanBpZD01ODQ1Nzc0NjIyIiwiam9iSWQiOiJiMzUzYTFjMy05MzBkLTQ4MmEtODUxNi1kYzNhZTUwZTFkZGUiLCJqb2JUaXRsZSI6IlNlbmlvciBTY2llbnRpc3QsIERhdGEgU2NpZW5jZSAtIEh5YnJpZCIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==","XPO

Apply Now
Senior Scientist, Data Science - Hybrid

Boston, Massachusetts

•

Today

What you'll need to succeed as Senior Scientist, Data Science at XPO Minimum qualifications: Bachelor's degree or equivalent related work or military experience 2 years of hands-on experience in delivering solutions in at least two of the following: data science, data analysis, geospatial, finance, econometrics, cloud computing, big data and database managementExperience with statistical modeling, data analytics and visualization using R and Python (Numpy, Pandas, Scipy, Plotly and Matplotlib)S

Full-time

USD 15.00 per hour","Boston AI"
"Lead Data Scientist - Forecasting","CVS Health","Remote or Wellesley, Massachusetts","https://www.dice.com/job-detail/cdcb0a41-5b59-488f-b62a-ea47b68fea0f","CVS Health

Apply Now
Lead Data Scientist - Forecasting

Remote or Wellesley, Massachusetts

•

Today

At CVS Health, we're building a world of health around every consumer and surrounding ourselves with dedicated colleagues who are passionate about transforming health care. As the nation's leading health solutions company, we reach millions of Americans through our local presence, digital channels and more than 300,000 purpose-driven colleagues - caring for people where, when and how they choose in a way that is uniquely more connected, more convenient and more compassionate. And we do it all w

Full-time

USD 142,140.00 - 284,280.00 per year","Boston AI"
"Principal Research Engineer: AEC Geometric Data-Generative AI US or Canada","Autodesk Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/118855d8-5a87-44c8-9dd7-4cba461ff290","Autodesk Inc.

Apply Now
Principal Research Engineer: AEC Geometric Data-Generative AI US or Canada

Boston, Massachusetts

•

Today

Job Requisition ID # 25WD90812 Principal Research Engineer: AEC Geometric Data-Generative AI Autodesk is leading the transformation of the AEC industry, integrating AI technology into our products. We're enhancing our applications with cloud-native capabilities, including data at scale, edge computing, AI-based solutions, and advanced 3D modeling and graphics. This innovation is happening across our flagship products-AutoCAD, Revit, and Construction Cloud-and Forma, our new Industry Cloud. A

Full-time

USD 146,900.00 - 237,600.00 per year","Boston AI"
"Machine Learning Software Engineer","Aduril Industries","Lexington, Massachusetts","https://www.dice.com/job-detail/e22ca476-401f-41a3-a894-02e17b82faad","Aduril Industries

Apply Now
Machine Learning Software Engineer

Lexington, Massachusetts

•

Today

Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and c

Full-time

USD 168,000.00 - 252,000.00 per year","Boston AI"
"Senior/Principal Machine Learning Engineer, Generative AI","Autodesk Inc.","Boston, Massachusetts","https://www.dice.com/job-detail/a8d19f1b-8c3d-4a31-be4a-ac05b79ab914","Autodesk Inc.

Apply Now
Senior/Principal Machine Learning Engineer, Generative AI

Boston, Massachusetts

•

Today

Job Requisition ID # 25WD89883 Position Overview Autodesk is leading the transformation of the AEC industry, integrating AI technology into our products. We're enhancing our applications with cloud-native capabilities, including data at scale, edge computing, AI-based solutions, and advanced 3D modeling and graphics. This innovation is happening across our flagship products-AutoCAD, Revit, and Construction Cloud-and Forma, our new Industry Cloud. As a Machine Learning Engineer on the AEC Sol

Full-time

USD 166,600.00 - 269,500.00 per year","Boston AI"
"Data Scientist III, Customer Technology - Fintech & Loyalty","Wayfair","Boston, Massachusetts","https://www.dice.com/job-detail/67ed6802-1fda-47d8-b7b6-d504a1968492","Wayfair

Apply Now
Data Scientist III, Customer Technology - Fintech & Loyalty

Boston, Massachusetts

•

Today

The salary range for this position is $143,000 - $154,000 USD per year. The base salary offered may vary depending on location, job-related knowledge, skills, and experience. Restricted stock units will be provided as part of the compensation package. This is a hybrid role based out of our Boston, MA Office (Tuesday - Thursday Onsite, Monday / Friday remote) Who We Are Wayfair Data Science is the engine that powers an enterprise obsessed with data. The Customer Technology team builds and scal

Full-time

USD 143,000.00 - 154,000.00 per year","Boston AI"
"Jr. Machine Learning Engineer","Triunity Software","Boston, Massachusetts","https://www.dice.com/job-detail/2f770bad-1d06-4a70-aad5-8023a3ef1d3a","Triunity Software

Easy Apply
Jr. Machine Learning Engineer

Boston, Massachusetts

•

9d ago

Job Title: Machine Learning Engineer Location: Boston MA Position Type: W2 (H1 Sponsorship provided) About the Role We are seeking a passionate Machine Learning Engineer to join our team and contribute to building innovative, real-time AI solutions. If you thrive in a fast-paced, collaborative environment and love solving challenging problems, we want to hear from you! Responsibilities Design, develop, and deploy machine learning models for real-time applications.Implement computer vision and na

Full-time

$80,000 - $140,000","Boston AI"
"Senior Speech Machine Learning Engineer, Siri","Apple, Inc.","Cambridge, Massachusetts","https://www.dice.com/job-detail/92eaf85d-7445-46c4-afe7-9e4c5d34260c","Apple, Inc.

Apply Now
Senior Speech Machine Learning Engineer, Siri

Cambridge, Massachusetts

•

Today

We are a group of engineers/researchers responsible for advancing Siri Conversational AI at Apple. Our mission is to build cutting-edge infrastructure, datasets, and models that empower Siri with powerful general capabilities across natural language understanding, dialog generation, speech recognition, and multi-modal interaction. We apply these technologies to create engaging, intelligent, and personalized conversational experiences for millions of Apple users! We believe that the most impactfu

Full-time

USD 162,500.00 - 286,400.00 per year","Boston AI"
"AI Enablement Software developer, CO-OP","State Street Corporation","Quincy, Massachusetts","https://www.dice.com/job-detail/1f7aca5e-b34f-4322-abed-77248f2a14d3","State Street Corporation

Apply Now
AI Enablement Software developer, CO-OP

Quincy, Massachusetts

•

Yesterday

Jan 2026 - Jun 2026 (Full-Time role) Who We Are Looking For: This opportunity is ideal for individuals interested in contributing to our team as a Software Developer AI Enablement intern within State Street's Global Technology Services organization. Our technology function, Global Technology Services (GTS), is vital to State Street and is the key enabler for our business to deliver data and insights to our clients. We're driving the company's digital transformation and expanding business capabil

Full-time

USD 41,600.00 - 65,000.00 per year","Boston AI"
"Lead Data Scientist","The Hollister Group","Boston, Massachusetts","https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9NDkzNDU3NDExNCZmPTE1YWMxMWY4YTMmaj02MDAzMjE3MzgmanBpZD01ODQ1Nzc0NjIyIiwiam9iSWQiOiI3NGE2ZmM4OS1lNDM5LTRhYTYtYmM2NS1jYTZkMTI2ODQ3MDQiLCJqb2JUaXRsZSI6IkxlYWQgRGF0YSBTY2llbnRpc3QiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=","The Hollister Group

Apply Now
Lead Data Scientist

Boston, Massachusetts

•

Today

Lead Data Scientist Our client is seeking a talented Lead Data Scientist to join their team as an independent remote employee. This role will play a crucial part in driving data-driven decision-making across various aspects of the investment process. Overview As a Lead Data Scientist, you will be at the forefront of high-value tactical workflows that drive the investment process. You will work closely with the team to develop predictive models, analyze large datasets, and create valuable insi

Full-time","Boston AI"
"AI Data Specialist","S&amp;P Global","Cambridge, Massachusetts","https://www.dice.com/job-detail/5ab2dc55-c7e1-4d01-a494-b7f630927102","S&amp;P Global

Apply Now
AI Data Specialist

Cambridge, Massachusetts

•

3d ago

Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and mo

Full-time

USD 90,000.00 - 125,000.00 per year","Boston AI"
"Product Manager","S&amp;P Global","Cambridge, Massachusetts","https://www.dice.com/job-detail/527bd449-1320-4be9-9dd6-264b25b94817","S&amp;P Global

Apply Now
Product Manager

Cambridge, Massachusetts

•

24d ago

Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and mo

Full-time

USD 150,000.00 - 190,000.00 per year","Boston AI"
"Lead Abbyy Developer","Perficient","Somerville, Massachusetts","https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly93d3cuemlwcmVjcnVpdGVyLmNvbS9lay90L0FBTE56aS0yRkdxNlFLaTVTQUtITDZtMVFKbkI5MnpWdU5pR19JcXpjUDRobGtjc2hQYzFRVVpWVHFzUWFOQ3dKTmRXLXlDX1p1N2lIN0doQjJKMFl1OUI4N3l6T0Z6RVU1MF9nbmZURTRpQVVGNnRNMEMtMmp5UXRYOWRjaUpaUXUwcVRfZVlQMFVwUnhZMTBRN1RVVnlybURCeGFic25fbzlxWlZwVVNsaDdFMU5JQXRWdnJnN05mM0x6b1pYV3JKT044aENqbG9wRS1jTGJVZ21naXFoY1hpSFN1QnlURXd4Z1k5WUxSVEhuUmJDOVRMZXlfQ3c0QnRxNlhyNXd6enM0VXlJVlFFN3MwdG1QTGRORjRGSDROdThXY3RERXlndWRtZy1yc3llVE1QQWNfZDl3dkZZR0NQVDI0U2V6Y184ZG1OeWdnRGpGcEdpdV8zUFRJUmZpcnN5QVoyaXZhbTFtZ0lWckIxS2p1SS1xeXBJX2M1Vm9QRF9jeXJrZjV2TGVPUDRBZlNZcUtiLW9YMGZ3THBlYVJpRFI5cDdEYm9hTlQ2MmxGdmVCeC1mV19zcVVTb25lYmpUUVNRdFM4Qy1PQjFmajhkdWFhMEtySVRwQzAzVjFZSGJtd1JQRXQzZHhzNnc1OVNCbTlsOUZLTG1fellSYlJ4X1FmSlYtWTRpem11SnVlU3hCMW9fY0xMQk5HcUVuaXgzazRDNWNIV3A4ZkpuUEN5WG9tVE0iLCJqb2JJZCI6IjhmMjIwZmI5LTllYjAtNDE0Zi05ZjQ4LThjYTBmODkxZWNiOCIsImpvYlRpdGxlIjoiTGVhZCBBYmJ5eSBEZXZlbG9wZXIiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=","Perficient

Apply Now
Lead Abbyy Developer

Somerville, Massachusetts

•

Today

Job DescriptionWe currently have a career opportunity for an Abbyy Vantage developer to join our team. Job Overview: As a Lead Technical Consultant you will participate in all aspects of the software development lifecycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for our clients. As a member working in a team environment you will work with solution architects and developers on interpretation/translation

Full-time

Compensation information provided in the description","Boston AI"
"Lead Abbyy Developer","Perficient","Somerville, Massachusetts","https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9hcHBsamFjay5jb20vYWRtaW4vYXBwbHBhc3MucGhwP2M9Njc2NzM2MzIzMSZmPWM3MGRiNmNjMTQmaj0yMDI1MDAyNTc2JmpwaWQ9MzM0ODczMDcxMyIsImpvYklkIjoiNDEzZjVlZGItMjMzMi00ODEzLTljNzgtZjBlMjRiMDQzZTNhIiwiam9iVGl0bGUiOiJMZWFkIEFiYnl5IERldmVsb3BlciIsImpvYlR5cGUiOiJwcm9ncmFtbWF0aWMifQ==","Perficient

Apply Now
Lead Abbyy Developer

Somerville, Massachusetts

•

Today

We currently have a career opportunity for an Abbyy Vantage developer to join our team. Job Overview: As a Lead Technical Consultant you will participate in all aspects of the software development lifecycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for our clients. As a member working in a team environment you will work with solution architects and developers on interpretation/translation of wireframes a

Full-time

USD 73,008.00 - 170,640.00 per year","Boston AI"
"Software Engineer II","S&P Consultants","Cambridge, Massachusetts","https://www.dice.com/job-detail/c75f56cd-210f-455a-beee-3b108d219b89","S&P Consultants

Apply Now
Software Engineer II

Cambridge, Massachusetts

•

Today

Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and mo

Full-time

USD 130,000.00 - 175,000.00 per year","Boston AI"
"Software Engineer II","S&amp;P Global","Cambridge, Massachusetts","https://www.dice.com/job-detail/baa18b50-b306-402d-841b-4cc8d371484b","S&amp;P Global

Apply Now
Software Engineer II

Cambridge, Massachusetts

•

22d ago

Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and mo

Full-time

USD 130,000.00 - 175,000.00 per year","Boston AI"
"Senior Forward Deployed Engineer","S&P Consultants","Cambridge, Massachusetts","https://www.dice.com/job-detail/75a12542-d63c-4011-b812-597041a59d29","S&P Consultants

Apply Now
Senior Forward Deployed Engineer

Cambridge, Massachusetts

•

Today

Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and mo

Full-time","Boston AI"
"Senior Forward Deployed Engineer","S&amp;P Global","Cambridge, Massachusetts","https://www.dice.com/job-detail/729d2c92-3cd6-4f50-b75f-0cb0db78673c","S&amp;P Global

Apply Now
Senior Forward Deployed Engineer

Cambridge, Massachusetts

•

22d ago

Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and mo

Full-time","Boston AI"
"Senior Data Scientist","Mass General Brigham","Remote or Somerville, Massachusetts","https://www.dice.com/job-detail/e6f8dcc6-5a52-44f8-ac6e-769d3b2047ca","Mass General Brigham

Apply Now
Senior Data Scientist

Remote or Somerville, Massachusetts

•

Today

Site: Mass General Brigham Incorporated Mass General Brigham relies on a wide range of professionals, including doctors, nurses, business people, tech experts, researchers, and systems analysts to advance our mission. As a not-for-profit, we support patient care, research, teaching, and community service, striving to provide exceptional care. We believe that high-performing teams drive groundbreaking medical discoveries and invite all applicants to join us and experience what it means to be par

Full-time

USD 115,398.40 - 167,845.60 per year","Boston AI"
"Data Scientist: Level 3","Themesoft Inc","Remote or Columbus, Ohio","https://www.dice.com/job-detail/fe309d4b-8918-4e53-81e8-9df5be33abc1","Themesoft Inc

Easy Apply
Data Scientist: Level 3

Remote or Columbus, Ohio

•

Today

Job Title: Data Scientist: Level 3 Location: 100% Remote Description: As a Data Scientist you will join a team of data scientists, AI researchers, software developers, and psychometricians who provide technical and scientific leadership for some of our most important strategic efforts companywide. You will be actively and cross-functionally involved in the entire AI/ML model development lifecycle from design to deployment. You will help design, develop, validate, operationalize, and monitor AI

Full-time, Part-time, Contract, Third Party

USD 90-94","Boston AI"
"Data Science, AI, and Machine Learning Lead","Sanofi U.S.","Cambridge, Massachusetts","https://www.dice.com/job-detail/3dedef6e-68c8-4c0f-a8e6-b91663dac026","Sanofi U.S.

Apply Now
Data Science, AI, and Machine Learning Lead

Cambridge, Massachusetts

•

Today

Job Title: Data Science, AI, and Machine Learning Lead Location: Cambridge, MA - Hybrid (3 days a week onsite) About the Job Sanofi's mission is to chase the miracles of science to improve people's lives. Sanofi is a company that's on the rise. We are expanding in multiple directions, across borders and, most of all, in the way we think. At Sanofi, we're building a team of brilliant individuals to drive the success of a new healthcare business to transform healthcare for all. People are the m

Full-time

USD 148,125.00 - 213,958.33 per year","Boston AI"
"Lead AI Developer - Document injections","iBridge Techsoft LLC","Remote","https://www.dice.com/job-detail/315f2fb8-431b-43d0-a996-83ab4e4331e3","iBridge Techsoft LLC

Easy Apply
Lead AI Developer - Document injections

Remote

•

2d ago

Job Title: AI Developer P&C Specialty Lines Document Ingestion Location: RemoteType: Contract- 3 Months Must-Have Skills & Responsibilities Build PDF document ingestion pipelines for P&C Specialty Lines and identity documents (using OCR/NLP).Hands-on experience with AWS Bedrock, AWS Lambda, S3, Step functions and Anthropic Claude for LLM-driven document understanding.Expertise in Python for AI/ML and serverless development.Implement embeddings pipelines and store/search in vector databases (Pine

Contract

$60 - $70","Boston AI"
"AI Engineer Intern (Hybrid) - June 2026","Staples","Remote or Framingham, Massachusetts","https://www.dice.com/job-detail/d7726b0b-12dd-44d6-a28b-56c11f5682e1","Staples

Apply Now
AI Engineer Intern (Hybrid) - June 2026

Remote or Framingham, Massachusetts

•

Today

Job Description Staples is business to business. You're what binds us together. We're searching for you: fresh talent with new ideas, innovation, passion, and drive to bring to Staples. We have student and graduate opportunities where you'll help the Staples, Inc. organization be more successful and productive while building a purposeful career. Whether you are looking for a summer internship, co-op, or an entry-level role, we'll help you develop the technical and soft skills you need to thriv

Full-time","Boston AI"
"Lead Data Scientist- Lowell Hybrid","UKG Careers","Remote or Lowell, Massachusetts","https://www.dice.com/job-detail/602bc684-03df-4425-81c4-bc7042cb4171","UKG Careers

Apply Now
Lead Data Scientist- Lowell Hybrid

Remote or Lowell, Massachusetts

•

Today

Company Overview With 80,000 customers across 150 countries, UKG is the largest U.S.-based private software company in the world. And we're only getting started. Ready to bring your bold ideas and collaborative mindset to an organization that still has so much more to build and achieve? Read on. At UKG, you get more than just a job. You get to work with purpose. Our team of U Krewers are on a mission to inspire every organization to become a great place to work through our award-winning HR tec

Full-time

USD 126,300.00 - 181,550.00 per year","Boston AI"
"AI Software Engineer","Anika Systems","Remote","https://www.dice.com/job-detail/dcdc4605-cf26-4785-81dc-75263917a500","Anika Systems

Easy Apply
AI Software Engineer

Remote

•

22d ago

Anika Systems is an outcome-driven technology solutions firm that guides federal agencies in solving complex business challenges and preparing for the future. Our services span AI Strategy, Data Intelligence, AI & Machine Learning, Intelligent Automation, Enterprise Platforms and Engineering, with a specialized focus on National Security and Federal Financial programs. We are dedicated to delivering forward-thinking solutions that accelerate the critical missions of our government clients. Throu

Full-time

Depends on Experience","Boston AI"
"Executive Project Manager AI / Media / Mobile","GTechNY","Remote","https://www.dice.com/job-detail/e86a4d86-feb5-406c-a44c-6eb994e8bdc7","GTechNY

Easy Apply
Executive Project Manager AI / Media / Mobile

Remote

•

Today

About Us We are a fast-growing media startup using a novel approach to connect people. Our platform leverages AI, mobile-first systems, and data-driven insights to redefine user interaction. We re seeking a highly motivated, technically proficient Executive Project Manager to drive strategic initiatives and bridge the gap between engineering, product, and business. Job SummaryAs Executive Project Manager, you will oversee high-impact, cross-functional projects at the intersection of AI, mobile s

Full-time

$120,000 - $140,000","Boston AI"
"Senior Back-End Engineer Generative AI Startup","Venus Consultancy","Cambridge, Massachusetts","https://www.dice.com/job-detail/ac416809-1384-46fa-af84-5bd1bb0a40b3","Venus Consultancy

Easy Apply
Senior Back-End Engineer Generative AI Startup

Cambridge, Massachusetts

•

9d ago

Our client, a Seed-stage GenAI startup in Cambridge, MA, is hiring a Senior Back-End Engineer. Work with the founding team on cutting-edge AI, shape product & architecture, and impact enterprise software creation. Competitive pay $150K $200K + equity, onsite. About Our ClientOur client is a Seed-stage Generative AI startup in Cambridge, MA, on a mission to automate custom software creation and redefine the future of software development. Backed by tier-1 investors and led by founders with mult

Full-time

$160,000 - $200,000","Boston AI"
"Senior Generative AI Engineer - RAG, Vector, LLM (local only no visas please)","Yoh - A Day & Zimmerman Company","Boston, Massachusetts","https://www.dice.com/job-detail/3c5a64ff-acd4-41ab-bf02-dc76994acb1a","Yoh - A Day & Zimmerman Company

Easy Apply
Senior Generative AI Engineer - RAG, Vector, LLM (local only no visas please)

Boston, Massachusetts

•

Today

Please contact Renu Goel No visa candidates please RESPONSIBILITIESSolution Design & Development: Design, develop, and maintain AI-powered applications that integrate existing LLMs with internal systems to automate workflows and optimize processes.API Integration: Develop APIs and data pipelines to seamlessly connect LLMs with internal and external systems, ensuring secure and scalable data exchange.LLM Optimization: Optimize LLM API interactions using prompt engineering, retrieval-augmented ge

Full-time

Competitive","Boston AI"
"Senior Generative AI Engineer - RAG, Vector, LLM (local only no visas please)","Yoh - A Day & Zimmerman Company","Boston, Massachusetts","https://www.dice.com/job-detail/c82b18ce-0ac1-43be-8003-3c2540443b75","Yoh - A Day & Zimmerman Company

Easy Apply
Senior Generative AI Engineer - RAG, Vector, LLM (local only no visas please)

Boston, Massachusetts

•

Today

Please contact Renu Goel No visa candidates please RESPONSIBILITIESSolution Design & Development: Design, develop, and maintain AI-powered applications that integrate existing LLMs with internal systems to automate workflows and optimize processes.API Integration: Develop APIs and data pipelines to seamlessly connect LLMs with internal and external systems, ensuring secure and scalable data exchange.LLM Optimization: Optimize LLM API interactions using prompt engineering, retrieval-augmented ge

Full-time

Competitive","Boston AI"
